start_time,end_time,task,amount,total_in_seconds
25-02-2021 23:19,25-02-2021 23:19,,0,4
25-02-2021 23:19,25-02-2021 23:19,,0,1
25-02-2021 23:32,25-02-2021 23:32,,0,6
25-02-2021 23:32,25-02-2021 23:32,,0,3
25-02-2021 23:48,25-02-2021 23:49,,0,1
